proveedor,ciudad,codigo,precio_desde,moneda,rating,opiniones,cancelacion,publicada,url
"viator","madrid","65969P1","25","EUR","4.4","188","gratis 24h","no","https://www.viator.com/tours/Madrid/Wanda-Metropolitano-Entrance-Ticket/d566-65969P1"
"viator","madrid","68331P12","45","EUR","4.6","5","gratis 24h","no","https://www.viator.com/tours/Madrid/E-Bike-Tour-chasing-the-best-Sunset-in-Madrid/d566-68331P12"
"viator","madrid","6874P121","110","EUR","4.9","2658","gratis 24h","no","https://www.viator.com/es-ES/tours/Madrid/Toledo-City-Tour-and-Winery-Experience-with-Wine-Tasting-from-Madrid/d566-6874P121"
"viator","madrid","6874P162","90","EUR","4.9","222","gratis 24h","no","https://www.viator.com/es-ES/tours/Madrid/Toledo-city-tour-with-high-speed-train-from-Madrid/d566-6874P162"
"viator","madrid","6874P84","97.99","EUR","5","2146","gratis 24h","no","https://www.viator.com/es-ES/tours/Madrid/Market-Bites-and-Tapas-Local-Gastronomic-Dining-Experience/d566-6874P84"
"viator","madrid","6874P88","89.99","EUR","4.8","9118","gratis 24h","no","https://www.viator.com/es-ES/tours/Madrid/Three-Cities-in-One-Day-Segovia-Avila-and-Toledo-from-Madrid/d566-6874P88"
"viator","madrid","70755P1","38","EUR","4.7","23","gratis 24h","no","https://www.viator.com/tours/Madrid/Flamenco-Show-with-Tapa-and-a-Drink/d566-70755P1"
"viator","madrid","72567P5","37","EUR","4.8","282","gratis 24h","no","https://www.viator.com/tours/Madrid/Retiro-Park-Segway-Tour/d566-72567P5"
"viator","madrid","7812P9","64.8","EUR","5","840","gratis 24h","no","https://www.viator.com/es-ES/tours/Madrid/Tapas-and-food-tour-of-Madrid/d566-7812P9"
"viator","madrid","8512P81","72","EUR","4.5","1405","gratis 24h","no","https://www.viator.com/es-ES/tours/Madrid/El-Prado-Museum-and-Madrid-Royal-Palace-Guided-Tour-tickets-included/d566-8512P81"
"viator","madrid","8512P83","39","EUR","4.8","549","gratis 24h","no","https://www.viator.com/es-ES/tours/Madrid/El-Prado-Museum-of-Madrid-Guided-Tour-Tickets-included-and-Skip-the-line/d566-8512P83"
"viator","madrid","8648P4","59","EUR","4.9","1163","gratis 24h","no","https://www.viator.com/es-ES/tours/Madrid/Avila-Segovia-Full-day/d566-8648P4"
"viator","madrid","86817P1","34","EUR","4.8","1790","gratis 24h","no","https://www.viator.com/tours/Madrid/Essential-Flamenco-Admission-Ticket/d566-86817P1"
"viator","malaga","199554P3","25","EUR","4.9","7","gratis 24h","no","https://www.viator.com/tours/Malaga/Discover-Malaga-City-tour-and-Alcazaba-3-hours-tour/d956-199554P3"
"viator","malaga","384801P1","66","EUR","4.8","726","gratis 24h","no","https://www.viator.com/tours/Malaga/Excursion-to-Caminito-del-Rey-from-Malaga/d956-384801P1"
"viator","malaga","5502350P1","45","EUR","4.8","40","gratis 24h","no","https://www.viator.com/tours/Malaga/Malaga-Picasso-Museum-Tour-Expert-Art-Guide-with-tickets/d956-5502350P1"
"viator","valencia","102062P1","65","EUR","4.97","1005","gratis 24h","no","https://www.viator.com/tours/Valencia/Workshop-Valencian-Paella-and-Visit-Ruzafa-Market/d811-102062P1"
"viator","valencia","276333P2","29","EUR","4.7","289","gratis 24h","no","https://www.viator.com/tours/Valencia/Bike-Tour-Valencia/d811-276333P2"
